Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3ELsDb6e9hllnrPtnfoECT,"4qAJ54O4V0W8SQcSz0bl1C","Now We Can See","Now We Can See","The Thermals",2009-05-01,210360,6,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:20:38Z,"lo-fi,noise pop",0.597,0.895,5,-6.739,1,0.0445,0.00381,0.000483,0.353,0.802,114.808,4
6TwI8Blk7g7RRzhNtB1zH5,"6fC2AcsQtd9h4BWELbbire","Second Life with Emily","You and Your Friends","Peach Pit",2020-04-03,219853,43,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:20:45Z,"pov: indie,vancouver indie",0.465,0.718,8,-7.259,1,0.0643,0.0953,0.0000769,0.333,0.515,152.13,4
5cf1ZfI16kHp3S1ySpQ36G,"2Jv5eshHtLycR6R8KQCdc4","Ready, Able","Veckatimest","Grizzly Bear",2009-05-24,257213,1,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:20:55Z,"art pop,baroque pop,brooklyn indie,indie rock,neo-synthpop,new weird america",0.432,0.458,0,-9.723,1,0.0399,0.23,0.719,0.111,0.232,152.572,3
2KSMlk3dJRySdX8UDZsAzm,"71m1qN6AHjQpxTVZSihbNk","Nice Day","Notes From The Underworld","Persephone's Bees",2006-08-29,240640,25,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:21:03Z,"",0.66,0.865,5,-5.444,0,0.0375,0.00389,0.547,0.251,0.705,127.288,4
3YaL2cTU985AblasbhyLGi,"4M5nCE77Qaxayuhp3fVn4V","Slow Black River","Archive Series Volume No. 1","Iron & Wine",2015-02-24,147375,29,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:21:10Z,"acoustic pop,chamber pop,indie folk,indie rock,stomp and holler",0.592,0.424,8,-11.656,0,0.0287,0.272,0.832,0.18,0.374,108.799,4
6ctZ0xjzTzko7jJEeQVCze,"2CShMLFa3VtBu4C5MSiXjP","Lunar Funicular","SVMMER SVN vol. 6","Scientific",2018-08-11,203588,2,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:24:12Z,"",0.551,0.39,3,-13.096,0,0.15,0.904,0.725,0.0931,0.138,144.014,4
09VWWpZkLN2ffMXL7Rqm37,"6bxYUbMVzrPTOmzwey8Hgh","No Joke","Boxed In","Boxed In",2015-03-31,206680,20,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:24:32Z,"chamber psych",0.73,0.655,0,-8.558,1,0.039,0.016,0.576,0.102,0.629,122.673,4
2CwaVRZUT5AzcUbmxv5fNC,"2S11VlKvbvSKyyb7Wk4YP1","Most of All","Most of All","Oracle Sisters",2020-04-22,220796,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:24:42Z,"",0.563,0.623,5,-7.765,1,0.028,0.222,0.0138,0.165,0.733,162.098,4
2INUkDPCO1eQlOFmIN5VAC,"6fC2AcsQtd9h4BWELbbire","Shampoo Bottles","You and Your Friends","Peach Pit",2020-04-03,224266,66,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:24:48Z,"pov: indie,vancouver indie",0.648,0.436,8,-9.578,1,0.0275,0.0232,0,0.0944,0.333,107.019,4
4sIGvv9NQzQ9JCpKXRANb3,"41AbNVba2ccpmcc9QtOJE7,6CWTBjOJK75cTE8Xv8u1kj","Catholic Country","Peace Or Love","Kings of Convenience,Feist",2021-06-18,181139,3,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:24:58Z,"bergen indie,melancholia,norwegian indie,art pop,canadian indie,canadian pop,chamber pop,indie pop,indie rock",0.794,0.408,2,-11.661,0,0.102,0.788,0.00145,0.105,0.576,93.916,4
4AQadviQto69JLxuPUdDgP,"0n94vC3S9c3mb2HyNAOcjg","Take a Walk","Signs of Light","The Head And The Heart",2016-09-09,221053,34,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:25:08Z,"folk-pop,seattle indie,stomp and holler",0.44,0.648,0,-6.074,1,0.0278,0.00178,0.00000391,0.115,0.464,82.075,4
1WOA3BdZo1nApwXPl7ViaI,"4zKYrXs8iN4AeHmO8ZxNqp","Fireflies","Strange Pleasures","Still Corners",2013-05-07,196146,21,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:25:13Z,"metropopolis",0.507,0.769,0,-6.083,0,0.0346,0.279,0.00795,0.156,0.296,120.028,4
4Zhnwb8jvP09aIRAzQMG08,"6VDdCwrBM4qQaGxoAyxyJC","Hospital Beds","Robbers & Cowards","Cold War Kids",2007-05-11,279400,47,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:25:23Z,"indie rock,modern alternative rock,modern rock,piano rock,stomp and holler",0.544,0.666,9,-4.634,1,0.0292,0.135,0.0782,0.13,0.13,95.835,4
302p1fXtdjYhaOEawMwNyr,"34UhPkLbtFKRq3nmfFgejG","Ritchie Sacramento","As The Love Continues","Mogwai",2021-02-19,252266,35,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:25:34Z,"british post-rock,compositional ambient,cosmic post-rock,dream pop,electronica,indie rock,instrumental post-rock,post-rock,scottish rock",0.391,0.728,0,-7.472,1,0.0322,0.000407,0.825,0.195,0.0996,137.126,4
2MKZ7sosbUWyD2yUq8EpzP,"0X3j5iteqa7amL7MDcGawb","We... Are Doomed","We…are Doomed","The Irrational Library",2021-01-23,173924,3,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:25:43Z,"",0.533,0.764,11,-5.897,0,0.109,0.0309,0.000554,0.159,0.825,115.174,4
3PnyEjKhWYtG8KemMziOIX,"32kCEAvtuFzIZA15zrhQDW","Best Life","Emphatically No.","Cheekface",2021-01-11,187077,40,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:25:49Z,"bubblegrunge",0.927,0.441,2,-7.031,1,0.0565,0.3,0,0.146,0.963,110.087,4
3imsCgPX2yKI0Zp2lx6yS5,"5ByjU6oarxRC2Y85JpKx1n","Rows Of Houses","Oh Fortune (10th Anniversary Deluxe Edition)","Dan Mangan",2011,247266,25,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:25:59Z,"canadian indie,canadian singer-songwriter,vancouver indie",0.309,0.748,4,-6.182,0,0.0438,0.421,0.529,0.109,0.221,75.73,4
1nkMRXPRGtwWGIfWaXt3na,"6XYvaoDGE0VmRt83Jss9Sn","If Not Now, Then When?","L.W.","King Gizzard & The Lizard Wizard",2021-02-25,230309,45,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:26:06Z,"australian psych,double drumming,microtonal,neo-psychedelic",0.714,0.574,11,-9.257,0,0.0535,0.0457,0.168,0.409,0.519,104.004,4
2SrEmyjZdicWRMMI7gSQoV,"6UUrUCIZtQeOf8tC0WuzRy","Inní mér syngur vitleysingur","Með suð í eyrum við spilum endalaust","Sigur Rós",2008-06-23,246413,32,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:26:12Z,"chamber pop,compositional ambient,dream pop,ethereal wave,icelandic rock,indie rock,melancholia,nordic post-rock,post-rock",0.39,0.857,7,-5.293,1,0.0296,0.343,0.0185,0.367,0.616,106.282,4
3ZXCyD32OTTNbmlxCDa7ck,"4Cv1IikmMgYQekw8qn4cD2","I Don’t Want To Be Alone","Amidst The Clutter & Mess","Green Buzzard",2019-11-08,162866,8,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:26:20Z,"australian indie rock",0.485,0.89,10,-2.978,0,0.0417,0.00868,0,0.317,0.435,120.024,4
068kLruVinypNfFPEujjSK,"5JWBow4ywgKNQ5HBxY8hcz","September Again","Introduction, Presence","Nation of Language",2020-05-22,233656,48,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:26:25Z,"brooklyn indie",0.568,0.696,3,-5.257,1,0.0297,0.0147,0.00173,0.118,0.484,120.048,4
60j1W3Q4QanUCKlLDvc3ph,"1WgXqy2Dd70QQOU7Ay074N","I Went Too Far","All My Demons Greeting Me as a Friend (Deluxe)","AURORA",2014,207853,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:26:31Z,"art pop,norwegian pop",0.513,0.541,7,-8.02,0,0.0416,0.0543,0.0000286,0.0941,0.0735,115.997,4
0yzlTUrglADnFIqm31Y73W,"0g3BS5QoR5r6pOAg1tvwXv","Twist","Heavy/Twist","Dizzy",2019-07-12,217640,32,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:26:36Z,"modern alternative pop,ontario indie",0.568,0.6,5,-4.809,1,0.0413,0.142,0.019,0.145,0.629,162.023,4
4wjKBHUbARaVSnVUviim80,"1HOeqtP7tHkKNJNLzQ2tnr","MY KZ, UR BF","Man Alive","Everything Everything",2010-01-01,217653,41,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:26:55Z,"british indie rock,experimental pop,modern rock,new rave",0.516,0.704,5,-8.232,0,0.0568,0.00603,0,0.0996,0.45,103.344,4
66mfvxChQx6QsRihd0PcQZ,"1O10apSOoAPjOu6UhUNmeI,2WoVwexZuODvclzULjPQtm","Something Goes Right","SBTRKT","SBTRKT,Sampha",2011-06-27,299853,27,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:27:17Z,"electronica,future garage,indie soul,indietronica,alternative r&b",0.725,0.776,5,-6.694,0,0.102,0.0279,0.587,0.0969,0.329,145.979,4
3lLzIvII6lIXwqxxXqsueO,"4M5nCE77Qaxayuhp3fVn4V","John's Glass Eye","Archive Series Volume No. 5: Tallahassee Recordings","Iron & Wine",2021-05-07,100153,23,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:27:25Z,"acoustic pop,chamber pop,indie folk,indie rock,stomp and holler",0.65,0.244,7,-12.839,1,0.0322,0.829,0.746,0.143,0.57,118.645,3
62OoFPJRSBn4FyU7UeJKV0,"731xbI3Me3lWV8e1JOZMGU","Loose Ends","Bigger Picture","Beachtape",2020-04-10,175734,11,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:27:32Z,"brighton indie",0.563,0.659,0,-6.997,1,0.0281,0.00512,0.628,0.108,0.662,115.873,4
0kPxrjsA9OG0SqiJ4ypq9x,"1og8fy01lbguVA5plZZRtd","Journey Through The Past","180 South Soundtrack","James Mercer",2010-01-01,227413,32,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:27:39Z,"",0.413,0.303,2,-6.958,1,0.0403,0.933,0.0216,0.237,0.218,171.825,4
57rAvblBMBmdPBugRF1T77,"1jSaZgaKHmgc7VTgML528r","The Skin of My Yellow Country Teeth","Clap Your Hands Say Yeah","Clap Your Hands Say Yeah",2005-09-13,343773,54,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:28:44Z,"alternative dance,brooklyn indie,chamber pop,dance-punk,indie rock,indietronica,noise pop,philly indie",0.456,0.971,0,-5.159,1,0.0678,0.00743,0.000205,0.128,0.397,141.567,4
7fuUE7pxn6jPi9lInyIM6x,"7ExxnBOcNivbzcKNmZq9Rm","Eureka","Easy Travels","Dead Gaze",2016-08-26,239586,1,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:28:52Z,"mississippi indie,popgaze,shimmer psych",0.475,0.557,5,-8.576,1,0.0257,0.213,0.0902,0.312,0.505,102.486,4
4KofajL1rRLZifuROdz8oD,"2KCB7rHKJ04E2WprsXHGU4","Star Bird","Midnight Palms","The Donkeys",2016-02-12,272840,11,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:29:10Z,"alternative roots rock",0.486,0.453,7,-9.924,1,0.0263,0.521,0.858,0.109,0.266,93.104,4
2n2ep2ThK1P9MKwrmM22Fy,"78Lg1WsqXSV9fafZIVsrA8","Terri","Drecksound","Hash Redactor",2019-04-26,178507,2,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:29:17Z,"memphis indie",0.247,0.842,2,-5.41,1,0.04,0.00000241,0.862,0.111,0.657,149.612,4
7zxikeAavSLQVGocbK2nau,"0XSqX2PB3C5dTMv7SZaxSm","I'll Believe in Anything","Apologies to the Queen Mary","Wolf Parade",2005-09-27,276613,49,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:29:24Z,"canadian indie,indie rock,indietronica,noise pop,quebec indie",0.259,0.936,0,-5.261,1,0.151,0.367,0,0.0565,0.166,143.756,3
1ufBGK8vHtzCdmVMEJ6tlD,"4XBvsNUbZyZT9eynxBQutr","The Man Who Sold The World","Fuzzbox","The Section Quartet",2007-01-01,252066,17,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:29:30Z,"bow pop",0.292,0.161,5,-12.646,1,0.0381,0.913,0.763,0.206,0.296,115.943,4
25HDnBtLVQs9ge8gVIClYT,"4oV5EVJ0XFWsJKoOvdRPvl","High in the Rain","It's Not Them. It Couldn't Be Them. It Is Them!","Guided By Voices",2021-10-22,219451,13,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:35:23Z,"alternative pop,alternative rock,chamber pop,dayton indie,gbvfi,indie rock,lo-fi,modern power pop,noise pop,ohio indie,power pop",0.435,0.895,9,-4.23,1,0.0453,0.0858,0.000751,0.0999,0.497,110.998,4
0G82RNLCxo9b7dkQ3CZriN,"2Tz1DTzVJ5Gyh8ZwVr6ekU","Pink Noise","Future Past Life","STRFKR",2020-04-10,293615,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:35:33Z,"indie rock,indietronica",0.556,0.651,1,-9.287,0,0.0317,0.103,0.639,0.116,0.441,114.987,4
5S6nijigY8FNSquJNTLyir,"6Qm9stX6XO1a4c7BXQDDgc","Eagles Below Us","The Pet Parade","Fruit Bats",2021-03-05,216821,25,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:35:43Z,"chamber pop,indie folk,indie rock,new americana,stomp and holler",0.633,0.745,0,-8.874,1,0.0281,0.165,0.321,0.136,0.567,119.982,4
49R8WEqOM7q9cpgbUEU0Eq,"0g3BS5QoR5r6pOAg1tvwXv","Roman Candles","The Sun And Her Scorch","Dizzy",2020-07-31,268466,22,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:36:05Z,"modern alternative pop,ontario indie",0.574,0.603,5,-4.944,1,0.0284,0.646,0.0312,0.0771,0.0896,120.037,4
7g2Djjk5fonT1MmQAxwHQl,"2Jtfa8vjvzAAGxDfgIkU72","Emerald City","Dreamboat","Luluc",2020-10-23,235240,18,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:36:19Z,"deep acoustic pop",0.631,0.622,10,-11.461,0,0.085,0.715,0.0518,0.109,0.346,137.674,4
7LvyCItkVB6Bx8pPuzSRZA,"2D4FOOOtWycb3Aw9nY5n3c","Beautiful Faces","Zeros","Declan McKenna",2020-09-04,196773,46,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:36:47Z,"pov: indie",0.502,0.9,0,-1.516,1,0.0419,0.0166,0.00000279,0.225,0.705,98.92,4
2XENU2ocnZVqpwF7O71fIi,"2hR4h1Cao2ueuI7Cx9c7V8","I Miss My Mum","Sleepyhead","Cavetown",2020-03-27,177224,50,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:36:55Z,"bedroom pop,indie pop,pov: indie",0.645,0.303,11,-14.237,1,0.0317,0.482,0.0000206,0.136,0.348,75.822,4
3L4hwrlh8DGUuPWXNaqyA8,"1bq1Z7hsSv9EEP01UmEnZk","Elegant Road","Synesthesia","Hands",2013-04-30,205986,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:38:22Z,"",0.571,0.82,2,-5.847,1,0.0305,0.135,0.000418,0.107,0.258,113.894,4
4eTqjW5dNxBDpjsUx2BzwI,"7kkPAVpkDYfXCSDzaRk6IU","Ajo","Truth or Consequences","Unwed Sailor",2021-05-14,327750,3,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:38:32Z,"american post-rock,instrumental rock",0.751,0.3,11,-9.122,1,0.0513,0.0846,0.853,0.0949,0.877,167.999,4
3uVlbYb1nUwwcYziaJk9LD,"5QdyldG4Fl4TPiOIeMNpBZ","Forgotten Eyes","Two Hands","Big Thief",2019-10-11,211560,47,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:38:38Z,"art pop,brooklyn indie,chamber pop,countrygaze,indie pop,indie rock,singer-songwriter,small room",0.428,0.606,3,-7.395,1,0.038,0.098,0.00000232,0.169,0.533,160.525,4
