Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
03hp5cG9I9b8OCbCatb05H,"3zS0bv3Tv9XSLuZjOGFpXj","Back To Shore","Tides","CLAIRE",2017-03-30,234746,5,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T01:31:24Z,"",0.337,0.56,1,-8.641,0,0.103,0.755,0.0314,0.211,0.361,142.958,4
2o8dpWlhalYijwqFQloIQI,"5mFKYdmiYwNJTDtSzgFyQx","Jaywalker","Wilds","Andy Shauf",2021-09-24,192689,40,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T01:31:30Z,"canadian indie folk,chamber pop,saskatchewan indie",0.67,0.489,1,-10.181,0,0.0313,0.441,0.000654,0.281,0.587,102.155,4
2rh6lLR4KTx9fzObjNhhYB,"70QS2gTlkKW2rNjlmMBNp8","Balcony","Repentance","Jordan Klassen",2013-09-24,308626,3,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T01:31:48Z,"canadian folk,vancouver indie",0.633,0.693,2,-6.911,0,0.0315,0.342,0.0000453,0.334,0.328,102.058,4
0YJ9FWWHn9EfnN0lHwbzvV,"4Z8W4fKeB5YxbusRsdQVPb","Jigsaw Falling Into Place","In Rainbows","Radiohead",2007-12-28,248893,76,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T01:31:54Z,"alternative rock,art rock,melancholia,oxford indie,permanent wave,rock",0.462,0.832,11,-6.085,0,0.0479,0.108,0.00416,0.0741,0.807,165.653,4
44GRUcx26sPk7XFXuvPDyn,"4MXUO7sVCaFgFjoTI5ox5c","Landslide","The Ascension","Sufjan Stevens",2020-09-25,304179,27,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T01:32:00Z,"art pop,baroque pop,chamber pop,indie pop,indie rock,singer-songwriter",0.657,0.771,1,-9.478,0,0.0466,0.146,0.115,0.168,0.589,123.988,4
7GcyakbDuU9gvVDozCPN7s,"3oE8BvCE3EN4lGqFf3Ep4V","Dye It Gold","Soars Era","Emby Alexander",2021-07-24,183036,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T01:32:08Z,"phoenix indie",0.551,0.645,2,-7.997,1,0.0473,0.0104,0.000068,0.108,0.696,167.983,4
6rug9VlOXHYifhgP2hnnmv,"1wvqnNcuPa2TpcFvfh3co5,2hK2gWQ2TequHGKZe5dzHd","We Come And Go","Desert Songs","Dawn Landes,Piers Faccini",2016-01-15,244705,23,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T01:32:17Z,"new americana,british singer-songwriter,french indie folk",0.597,0.385,7,-11.579,0,0.0302,0.622,0.0345,0.0769,0.39,62.118,4
5WEvpHhaLnH1ScM4A1nDzC,"1NJUWqbiNAk1BPOyQhb2qe","C'mon Be Cool","C'mon Be Cool","fanclubwallet",2021-04-09,195000,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T01:32:25Z,"chill dream pop",0.79,0.666,7,-7.107,1,0.0353,0.157,0.602,0.284,0.926,110.051,4
7frnrTzqCZCbMLZEwioXPo,"57MtJQ6Sc4tIxrXIhrqVJL","I Promise","ActorCaster","Generationals",2011-03-29,158893,30,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T01:33:01Z,"indie rock,indietronica,new orleans indie,shimmer pop,stomp and holler",0.615,0.847,7,-6.17,1,0.0474,0.52,0.0135,0.151,0.795,98.983,4
671HxBlsZYrHgCJgAeZZRv,"78OKNrjc3BvniYTqvpOp6P","Dangerous Days - Radio Edit","Dangerous Days Remixes","Zola Jesus",2014-09-09,230347,1,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T01:33:12Z,"art pop,dark pop,grave wave,metropopolis,neo-synthpop,noise pop,spectra",0.601,0.821,2,-6.254,1,0.0952,0.0206,0.0204,0.241,0.466,114.908,4
0O8Ymlu03OqEX5XU5p8Rw3,"3kjuyTCjPG1WMFCiyc5IuB","In the Backseat","Funeral","Arcade Fire",2004-06-16,380213,45,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T01:33:17Z,"alternative rock,baroque pop,canadian indie,chamber pop,indie rock,indietronica,modern rock,permanent wave,quebec indie,rock",0.328,0.546,7,-10.031,1,0.032,0.457,0.0565,0.0725,0.224,169.975,4
644v7X1IWYjFGvIy4OVSoV,"0dU2EKM6vca3xmJ9kl8zoI","Gimme","Euphoric Tape","Blue Sky Black Death",2014-11-12,257646,15,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T01:33:24Z,"abstract hip hop,downtempo",0.878,0.449,1,-12.648,1,0.0618,0.0302,0.716,0.112,0.564,136.006,3
01371Yl04999fUq0rIIySe,"5doDInHCvRMOOapyaos2AE","Raining Blood","God's Hand","Hot Sugar",2015-02-24,163688,17,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T01:33:30Z,"downtempo bass",0.764,0.562,10,-7.372,1,0.0492,0.0103,0.865,0.0905,0.38,98.007,4
5d2bmisgXCutmErOD7s9v1,"0x0u0jCVf5Jf4DNh45XPXL","Can't You See","Prom King","Skylar Spence",2015-09-18,246226,5,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T01:33:36Z,"future funk,vaporwave",0.705,0.793,6,-6.509,1,0.0893,0.017,0.00011,0.0503,0.807,122.027,4
1UaRuDC6Gap2q6TFrOT0XZ,"7pwk3M6iETEiAFLwqkgLrk","More of the Same","Indie/Pop/Folk Compilation - February 2022","ØZWALD",2022-01-28,192250,3,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T01:33:46Z,"modern indie folk",0.472,0.668,4,-8.055,1,0.0413,0.598,0.0209,0.15,0.679,83.003,4
7o0QxSJ6sRnXx9abBSsWow,"7DjwIxbe8kpw4pqnzAMoin","Whatever","Future Me Hates Me","The Beths",2018-08-10,264333,5,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T01:33:52Z,"auckland indie,bubblegrunge,indie rock,kiwi rock,modern power pop,nz indie",0.363,0.71,4,-7.691,1,0.0392,0.000251,0.0917,0.12,0.577,147.896,4
3yDZF2WLrz6DbifIvj88yY,"2LnGGtWA0aGHKW0hRghrWq","Never Will","Every Time My Mind Runs Wild","Terra Lightfoot",2016-08-26,190826,21,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T01:33:57Z,"canadian singer-songwriter,deep new americana,hamilton on indie",0.529,0.856,9,-5.208,1,0.0429,0.00184,0,0.0897,0.814,142.931,4
6cdI6VfiDmYHBSiB4aEnYP,"3OlLjWpkVZ7av692ts2IU0","Twin Flame","Obscure Emotion","Birthday Club",2020-03-06,232161,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T01:34:16Z,"",0.429,0.89,0,-5.955,1,0.0412,0.05,0.000756,0.0944,0.318,82.021,4
6Eh8SvUdMWJGZvTR8t0174,"65XA3lk0aG9XejO8y37jjD","Los Angeles","Recreational Love","the bird and the bee",2015-07-10,209253,1,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T01:34:21Z,"la indie",0.926,0.496,11,-8.832,0,0.0387,0.535,0.000153,0.132,0.967,115.99,4
2nRmlGw2BTFZdl0bBF26xS,"3Rj0tDHoX7C5NFq5DKIpHt","Neon Beanbag","Chemical Chords","Stereolab",2008-08-17,229053,27,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T01:36:00Z,"alternative rock,art pop,experimental,experimental pop,experimental rock,indietronica,neo-psychedelic,noise pop",0.519,0.799,8,-7.495,1,0.0293,0.000332,0.713,0.161,0.854,165.775,4
1x0vvLg72hc4EgZBNJ6QYR,"3wrtQM9ICPPeHwoc1GWiyV","Sweet Morning","Sweet Morning","Teleman",2021-09-15,249985,8,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T01:36:05Z,"chamber psych",0.847,0.624,8,-9.1,1,0.0451,0.274,0.0624,0.085,0.894,127.996,4
3lJRFshbRTeIsN2Q3jHw4W,"3yYUV3hkJit05YIUEODqgp","Horseshoe Crabs","Painted Shut","Hop Along",2015-05-04,241243,35,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-09T23:40:55Z,"bubblegrunge,chamber pop,indie punk,indie rock,modern power pop,philly indie",0.574,0.589,7,-6.235,1,0.0286,0.0262,0.00367,0.114,0.521,107.297,4
2Ct8V3pvo6njTrA97rRKET,"2pWvEw4Cv7AOVREvbE4o9J","Simple Stones","Sunshower","Jupiter One",2009-09-15,272466,11,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-10T17:59:13Z,"brooklyn indie",0.724,0.675,2,-9.168,0,0.0282,0.268,0.0713,0.149,0.822,102.009,4
48QmDg5Nok7BLbHq9Edig8,"6g4Wji6N5tQaGdx7peUBpu,1GTIVRRvUAeO35NxgTPLSO","More Than You Can Chew","Soliloquy","Moritz Jahn,Frische Luft",2022-04-01,201556,20,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-14T17:32:45Z,"",0.584,0.916,2,-4.299,1,0.106,0.401,0.0108,0.24,0.647,149.894,4
4ASlnCp3sDLLFARiVGYYdw,"6k8oBFzievbIn6XJK0pDpa","Dark Heart","Songs You Make at Night","Tunng",2018-08-24,256000,18,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-14T17:40:39Z,"folktronica",0.711,0.554,11,-9.508,0,0.0376,0.0392,0.00953,0.329,0.715,132.014,4
3A4watUh1VIeLGsI9x2RW3,"6NrkINd80slV25wkBu9mEB","Paradise","Nocturne","Wild Nothing",2012-08-28,330893,41,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-15T18:00:48Z,"chamber pop,chillwave,dream pop,indie rock,indie surf,modern dream pop,neo-synthpop,noise pop,nu gaze,shimmer pop,shoegaze",0.333,0.783,8,-9.374,0,0.0402,0.00388,0.781,0.124,0.326,124.29,4
4hy1cknd0DH2NzSTMMViHV,"6NrkINd80slV25wkBu9mEB","Nocturne","Nocturne","Wild Nothing",2012-08-28,318960,42,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-16T18:23:43Z,"chamber pop,chillwave,dream pop,indie rock,indie surf,modern dream pop,neo-synthpop,noise pop,nu gaze,shimmer pop,shoegaze",0.592,0.803,0,-9.908,1,0.0309,0.00145,0.42,0.417,0.846,121.032,4
19KoPdeHNZnypuq4n3S3Af,"3e69LorE0YSsEaYY6x9XuG","Silencer","I Become A Shade","Seoul",2015-06-09,332127,33,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-21T20:40:41Z,"",0.697,0.726,3,-7.359,1,0.027,0.187,0.0157,0.1,0.607,129.98,4
5PP5oLb5dSXCe94RoVuLsB,"2fb9uaVu9Rzd6GhxsWKyHu","Faithless","Talent","Heavenly Beat",2012-07-24,227019,25,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-21T20:51:43Z,"chillwave,indie dream pop,shimmer pop",0.672,0.74,0,-6.675,1,0.0806,0.668,0.392,0.1,0.8,135.054,4
1tgLMyNVmgtLJcOfE0wbyJ,"1Z2KInfSmPOzAIYyiaXeti","Cannons","The Year of Hibernation","Youth Lagoon",2011,224773,50,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-21T21:57:04Z,"chamber pop,chillwave,dream pop,idaho indie,indie rock,indietronica,shimmer pop,stomp and holler",0.531,0.719,1,-5.063,1,0.0296,0.631,0.922,0.13,0.179,75.001,4
4e617I1e8z0pCRgj9kjA2H,"6CD0HbcaKmuVB3NHJJgSdH","Secrets","Secrets","Deep Sea Diver",2016-02-19,367026,28,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-21T22:40:20Z,"indie surf,seattle indie",0.525,0.721,6,-7.234,0,0.0429,0.00934,0.00597,0.0796,0.223,112.311,3
3UCu0kSSDGOHd1Og9ZLU5P,"0utS63XytOEVN1EtzWhJpG","Committed To The Cause","Running Out Of Love","The Radio Dept.",2016-10-21,347773,27,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-21T22:40:23Z,"dream pop,lund indie,metropopolis,modern dream pop,nordic shoegaze,nu gaze,shoegaze,swedish indie pop",0.637,0.769,3,-9.715,1,0.0335,0.0473,0.151,0.0939,0.355,105.036,4
6kPsTBAGRoAeCCbzYoAZIm,"3oKRxpszQKUjjaHz388fVA","Free - Single Version","Free","Parcels",2021-06-15,219335,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-22T00:06:29Z,"aussietronica,indie soul",0.69,0.701,10,-7.2,1,0.0369,0.467,0.000383,0.0707,0.963,87.987,4
3uOmrz1kVDnWgARgbRpPSW,"0J626PVezyRujeAfXAssnH","Life Is Free","Life Is Free","Slum Sociable",2019-06-07,257853,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-22T00:18:59Z,"australian indie",0.515,0.795,7,-3.95,0,0.0389,0.0261,0.0000887,0.231,0.555,110.006,4
0nMwcep8TzjPqokMJ19t2z,"6BbqU3r1G2mwkRIfIbkCek","Drastic Measures - Single Edit","Drastic Measures","Bayonne",2019-01-15,242235,33,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-22T00:45:56Z,"austindie",0.666,0.669,5,-7.474,1,0.0464,0.374,0.189,0.11,0.298,100.011,4
2gd56EvH2vsrQdJlHwDmbT,"1NJUWqbiNAk1BPOyQhb2qe","What's Up","Hurt Is Boring","fanclubwallet",2021-05-14,141750,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-22T00:54:02Z,"chill dream pop",0.618,0.684,4,-6.163,1,0.039,0.117,0.455,0.273,0.823,170.029,4
6kkvjuW4O8ZIKgWVjjpcr1,"59RNNqeEfkq3X5pfOQxZ3C","Runner","Runner","Hovvdy",2020-07-13,224395,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-22T17:58:33Z,"austindie,countrygaze,small room",0.541,0.904,0,-4.595,1,0.0398,0.0199,0.7,0.195,0.832,162.003,4
4Sf7Nk9eZl5a3kS8e5rcIf,"28V657x2IVJnSW3Srw6Ubd","Oregon Girl","Broom","Someone Still Loves You Boris Yeltsin",2006-10-24,146080,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-25T02:54:44Z,"springfield mo indie",0.609,0.718,9,-6.388,1,0.03,0.0463,0.0266,0.0435,0.454,122.404,4
5uAEx8Gbz7FIWhhorTfU9o,"5KIrQe9pb7tn8y775PsoAP","Energy","New Magnetic Wonder","The Apples In Stereo",2007-02-06,210693,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-02T18:13:40Z,"denver indie,elephant 6",0.199,0.866,6,-4.88,1,0.0926,0.0803,0.00000646,0.435,0.684,209.905,4
4cvWYLsMh0xj2YZzcOOmyb,"6rnbB5fuUuCSsspvFsxIpT","Hey Cool Kid","Turning On","Cloud Nothings",2010-10-12,194266,11,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-30T20:58:42Z,"cleveland indie,indie punk,indie rock,lo-fi,modern power pop,noise pop,noise rock,popgaze",0.419,0.782,1,-5.589,0,0.0388,0.0428,0.557,0.347,0.693,120.007,4
6mAU2QXlghNo0LcYs99m7I,"1NJUWqbiNAk1BPOyQhb2qe","That I Won't Do","You Have Got to Be Kidding Me","fanclubwallet",2022-05-20,162000,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-01T16:51:48Z,"chill dream pop",0.462,0.677,11,-9.023,1,0.0291,0.0318,0.884,0.232,0.494,75.979,4
6RVPJhj0AamUoSa5faaufH,"2FUIaEhxMNdiBpO8ykabdP","Must Be a Cop","Full-On Monet","Husbands",2022-01-18,229195,47,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-01T16:55:22Z,"chill dream pop,okc indie",0.464,0.808,2,-6.211,1,0.0445,0.0121,0,0.156,0.349,93.913,4
7t4dY7su6EFti939GmBaO3,"0ba3O2a1JNxb3oXbF74KcG","Almost Automatic","Bummer Year","Good Looks",2022-04-08,275226,33,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-01T19:18:38Z,"countrygaze",0.341,0.408,6,-9.474,1,0.0292,0.00461,0.00116,0.174,0.156,107.701,4
77YpxagBmCQV9cVzSi284F,"59RNNqeEfkq3X5pfOQxZ3C","True Love","True Love","Hovvdy",2021-10-01,251493,46,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-05T16:05:25Z,"austindie,countrygaze,small room",0.512,0.76,6,-4.99,1,0.0252,0.00924,0.823,0.31,0.485,97.745,4
3hwbRqQLezmv5Yo2LITSnb,"1sylmUjlKYsLA49YtkNHW3","The Recluse","The Ugly Organ","Cursive",2003-03-04,183266,50,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-05T19:38:54Z,"emo,omaha indie",0.634,0.622,10,-10.13,1,0.0353,0.138,0,0.118,0.531,96.139,4
3feSP9cqUhG4UoGfZBhIEn,"7E6IRcJWeVNtfMGV3hAqAG","The Only Way","The Only Way","Modern Nomad",2019-02-01,290689,30,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-06T22:32:39Z,"baltimore indie",0.718,0.686,9,-7.463,0,0.0316,0.0533,0.522,0.0782,0.64,104.993,4
7fgS7jlaRkpbUVYCe2Mt7i,"4wUEfafmKVXlwEiz9RdPFc","Shaddap You Face","Shaddap You Face - Single","Joe Dolce",2010-03-08,193160,47,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-08T04:55:43Z,"novelty",0.762,0.705,4,-5.082,1,0.099,0.441,0,0.118,0.772,119.439,4
3E32ScayKIBK9JYehnRek9,"5dpLK5cD7FwWyDKv4qbodS","Bloomsday","Pick Apart","Samantha Crain",2021-08-27,199146,43,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-08T05:19:21Z,"indie folk,stomp and holler",0.458,0.529,8,-6.566,1,0.0286,0.286,0.00000322,0.107,0.0767,119.924,4
1vOx4E1M76XOP4nkYaoBgq,"59RNNqeEfkq3X5pfOQxZ3C","Town","Town","Hovvdy",2022-04-05,215146,23,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-08T15:02:06Z,"austindie,countrygaze,small room",0.407,0.628,9,-7.102,1,0.0306,0.625,0.486,0.134,0.322,79.97,4
3UevP4SvSdMJULZZr5ZBkA,"34me8hAxavRmcDIwhxa3b7","Why I Came To California","Why I Came To California","Dent May",2019-01-14,279231,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-09T23:29:36Z,"indie fuzzpop,mississippi indie",0.562,0.639,5,-6.89,0,0.0594,0.37,0.00000248,0.319,0.735,99.935,4
252brHktw7kGAdCCahQpW8,"0XGgpBKj7u2MMX2kqUVLaH","Complete Annihilation!","Complete Annihilation!","Smushie",2020-03-29,301265,45,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-10T00:04:05Z,"",0.687,0.578,4,-10.483,1,0.0336,0.791,0.016,0.148,0.789,90.013,4
5TIwTmk9MukdTu9mOpraCy,"4hiLNlqr4vQdiuo1aQKSXS","Play It On My Radio","Everybody’s Heart Is Broken Now (Deluxe)","Niki & The Dove",2016-07-08,273018,37,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-10T05:23:01Z,"indietronica,metropopolis,swedish electropop,swedish indie pop,swedish synthpop",0.705,0.794,5,-8.924,1,0.0382,0.4,0.124,0.394,0.355,119.944,4
3Pqy5RRW33bhxYXN0ZZNXG,"09s6bLEw45wioK9ytf3nsA","Confirmation (SSBD)","Your Hero Is Not Dead","Westerman",2020-06-05,258266,43,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-10T06:04:18Z,"uk alternative pop",0.778,0.465,8,-8.637,1,0.0328,0.803,0.169,0.105,0.477,121.962,4
2O0wGM7Isy0xuv6F19S4Qa,"7185Q95lPFld0aoPqO6e0U","While It Lasts","In My Head","Blue Wednesday",2021-11-07,131785,40,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-19T05:28:55Z,"chillhop",0.685,0.172,8,-23.882,0,0.0518,0.965,0.946,0.158,0.192,112.021,4
4gsR34XSIE2fUY4odwZqym,"32Ko3nL0210QAt14S3Rs4Y","Seventeen","Seventeen","Sjowgren",2016-08-05,225666,67,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-18T18:55:42Z,"indie pop,indie poptimism",0.612,0.725,7,-5.602,1,0.0416,0.305,0.0784,0.0548,0.333,146.008,4
3uvqWQeHbhtTXIXRXKfYMr,"1ZgzpPiODfKa4B9Fkw1dWm","Hangman","Take the Cake","PACKS",2021-05-21,143540,11,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-18T20:54:52Z,"countrygaze",0.686,0.354,9,-11.383,1,0.0313,0.65,0.143,0.113,0.516,120.009,4
7a36nKtZtdoSKa8goG9l9q,"1i9EknSbxjunq52yyxl8ig","An Ordinary Life","Let's Talk, Pt. 1","Wasuremono",2021-04-23,325975,13,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-18T21:08:49Z,"bristol indie",0.426,0.847,2,-5.231,1,0.0497,0.304,0.728,0.131,0.464,153.575,4
3FVBclNMrglEl6qnquLwYp,"7adlRX57hqe6Pc4YHrSGG0","Eggshell","Eggshell","Runnner",2019-02-01,204685,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-20T17:52:46Z,"countrygaze,la indie,small room",0.646,0.546,7,-9.459,1,0.135,0.0714,0.0000107,0.0632,0.295,87.389,4
6RmefriEmuqmToFqMlvwlF,"7adlRX57hqe6Pc4YHrSGG0","Ur Name on a Grain of Rice","Always Repeating","Runnner",2021-07-16,301578,47,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-20T18:26:33Z,"countrygaze,la indie,small room",0.435,0.543,0,-7.667,1,0.0349,0.32,0.00278,0.0771,0.337,149.995,4
0xnPj9WIDh3PRnWjo52E0m,"3QSLQuaMerIfT2VHvqObG8,1Uk1GyijF6fSfX4mWq5bfR","Smartest Man (feat. Samia)","Homeschool: Book I","Homeschool,Samia",2021-04-23,221760,40,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-20T20:06:39Z,"indie pop",0.579,0.577,1,-6.939,1,0.0277,0.212,0.0000139,0.109,0.541,76.992,4
72VQyqJYyyV9ZOia1Fajjg,"3e69LorE0YSsEaYY6x9XuG","Real June","I Become A Shade","Seoul",2015-06-09,291416,22,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-21T21:32:12Z,"",0.442,0.861,0,-6.047,1,0.0367,0.0127,0.628,0.148,0.323,139.989,4
